index,Fuel Type Code,Station Name,City,State,ZIP,Status Code,Groups With Access Code,Latitude,Longitude,ID,Updated At,Country,Groups With Access Code (French),Access Code,TOTAL_POP_ev,County_ev,ST_ev,STATE_ev,STCNTY_ev,COUNTY_ev,FIPS_ev,SVI_ev,Area_km2_ev,PopDens_ev,PD_log_ev,geometry,index_tracts,TOTAL_POP_tracts,County_tracts,ST_tracts,STATE_tracts,STCNTY_tracts,COUNTY_tracts,FIPS_tracts,SVI_tracts,Area_km2_tracts,PopDens_tracts,PD_log_tracts
1500,ELEC,TOWN OF CARY,Cary,NC,27513,E,Public,35.7968864,-78.8080444,45853,2019-11-14 10:14:28 UTC,US,Public,public,5560,Wake,37,NORTH CAROLINA,37183,Wake,37183053523,0.1175,5.485822329372334,1013.5217048919908,6.921186381441715,POINT (698076.4793734634 3963637.3732445),196,5560,Wake,37,NORTH CAROLINA,37183,Wake,37183053523,0.1175,5.485822329372334,1013.5217048919908,6.921186381441715
1616,ELEC,City of Durham - Goldenbelt,Durham,NC,27701,E,Public,35.99017,-78.8902,46406,2019-10-04 14:44:17 UTC,US,Public,public,3225,Durham,37,NORTH CAROLINA,37063,Durham,37063001100,0.9944,1.3961471526695939,2309.928429702721,7.744971820223187,POINT (690188.2665826777 3984916.435856408),13,3225,Durham,37,NORTH CAROLINA,37063,Durham,37063001100,0.9944,1.3961471526695939,2309.928429702721,7.744971820223187
2014,ELEC,Durham County - Human Services Building Lot,Durham,NC,27701,E,Public,35.99112,-78.895,47125,2019-10-04 14:44:17 UTC,US,Public,public,3225,Durham,37,NORTH CAROLINA,37063,Durham,37063001100,0.9944,1.3961471526695939,2309.928429702721,7.744971820223187,POINT (689753.2325827671 3985012.468771538),13,3225,Durham,37,NORTH CAROLINA,37063,Durham,37063001100,0.9944,1.3961471526695939,2309.928429702721,7.744971820223187
1617,ELEC,Michael Jordan Nissan,Durham,NC,27707,E,Public - Call ahead,35.97051751,-78.95684759,46407,2019-09-09 14:29:53 UTC,US,Public - Appeler à l'avance,public,5127,Durham,37,NORTH CAROLINA,37063,Durham,37063002015,0.8612,3.7475217447390885,1368.1041363395623,7.221181218340519,POINT (684225.1962391702 3982608.235876003),42,5127,Durham,37,NORTH CAROLINA,37063,Durham,37063002015,0.8612,3.7475217447390885,1368.1041363395623,7.221181218340519
12413,ELEC,AAA,Durham,NC,27707,E,Public - Card key at all times,35.9659,-78.96025999999999,93503,2019-11-14 10:52:49 UTC,US,Public - Carte-clé en tout temps,public,5127,Durham,37,NORTH CAROLINA,37063,Durham,37063002015,0.8612,3.7475217447390885,1368.1041363395623,7.221181218340519,POINT (683928.1836437903 3982089.544877881),42,5127,Durham,37,NORTH CAROLINA,37063,Durham,37063002015,0.8612,3.7475217447390885,1368.1041363395623,7.221181218340519
1955,ELEC,Crossroads Nissan - Wake Forest,Wake Forest,NC,27587,E,Public - Call ahead,35.948971,-78.539171,47040,2019-09-09 14:29:53 UTC,US,Public - Appeler à l'avance,public,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.6609432376393,1009.7052665113196,6.917413751913598,POINT (721952.8487093052 3981087.796568942),262,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.6609432376393,1009.7052665113196,6.917413751913598
1956,ELEC,Crossroads Nissan - Wake Forest,Wake Forest,NC,27587,E,Private,35.948971,-78.539171,47041,2019-09-09 14:29:53 UTC,US,Privé,private,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.6609432376393,1009.7052665113196,6.917413751913598,POINT (721952.8487093052 3981087.796568942),262,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.6609432376393,1009.7052665113196,6.917413751913598
18874,ELEC,Candlewood Suites Wake Forest Raleigh Area - Tesla Destination,Wake Forest,NC,27587,E,Public,35.976261,-78.542906,114715,2019-05-14 21:16:45 UTC,US,Public,public,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.6609432376393,1009.7052665113196,6.917413751913598,POINT (721539.6105363606 3984107.013882158),262,8745,Wake,37,NORTH CAROLINA,37183,Wake,37183054207,0.1985,8.6609432376393,1009.7052665113196,6.917413751913598
2015,ELEC,Durham County - Justice Center Parking Deck,Durham,NC,27701,E,Public,35.99289,-78.9014,47126,2019-10-04 14:44:17 UTC,US,Public,public,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.2289824493181227,1083.0097701871005,6.987499268370363,POINT (689172.0014999497 3985196.384203725),58,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.2289824493181227,1083.0097701871005,6.987499268370363
4819,ELEC,BSMG,Durham,NC,27701,E,Public,35.992739,-78.90251500000001,63298,2019-11-14 10:14:28 UTC,US,Public,public,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.2289824493181227,1083.0097701871005,6.987499268370363,POINT (689071.8397185378 3985177.46842996),58,1331,Durham,37,NORTH CAROLINA,37063,Durham,37063002300,0.9537,1.2289824493181227,1083.0097701871005,6.987499268370363
